"name","authorities","region","address","telephone","principal","religion","main_deity","religious_group_id","religion_id","main_deity_id"
"三山宮","宜蘭縣政府","宜蘭縣五結鄉","三興村復興三路270號","03-9506657","簡萬鐘","道教","三山國王",5362,"1","12"
"致和寺","桃園市政府","桃園市大溪區","復興路1段311巷13號","03-3884293","陳義春","佛教","釋迦牟尼佛",5363,"2","5"
"新北市八里廖添丁廟","新北市政府","新北市八里區","中華路3段2號","02-26102121","施阿貴","道教","關聖帝君",5364,"1","35"
"智光禪寺","新北市政府","新北市五股區","五龍里民義路二段21號","02-22922069","呂鳳凰","佛教","釋迦牟尼佛",5365,"2","5"
"蓮雲寺","新北市政府","新北市五股區","凌雲路二段33號","02-22920565","吳張敏珠","佛教","三寶佛",5366,"2","218"
"三重奉巡府","新北市政府","新北市三重區","中正北路317巷16號","02-29839753","蔡岳忠","道教","蘇府王爺",5367,"1","283"
"受玄宮","彰化縣政府","彰化縣二水鄉","裕民村7鄰裕民巷53號","04-8793824","楊慶旺","道教","玄天上帝",5368,"1","8"
"峰聖宮","高雄市政府","高雄市田寮區","南安里內安7之10號","07-6315161","何炎文","道教","媽祖",5369,"1","16"
"鎮安廟","宜蘭縣政府","宜蘭縣壯圍鄉","美福村美福路三段92巷2號","03-9251598","黃樹木","道教","古公三王",5370,"1","68"
"大福宮","彰化縣政府","彰化縣埔鹽鄉","打廉村埔打路40號","04-8850225","陳育勝","道教","福德正神",5371,"1","1"
"李聖宮","高雄市政府","高雄市湖內區","海埔里信義路67巷82號","07-6996316","劉炎昇","道教","五府千歲",5372,"1","10"
"玄靈殿","高雄市政府","高雄市鼓山區","鼓山二路178巷1號","07-5214151","羅桔村","道教","文衡聖帝",5373,"1","124"
"通明宮","屏東縣政府","屏東縣竹田鄉","糶糴村振福路7號","08-7711316","謝睿宸","道教","中壇元帥",5374,"1","64"
"慈航禪寺","臺中市政府","臺中市東區","精武路114號","04-23606492","釋演廣","佛教","觀世音菩薩",5375,"2","2"
"太安宮","臺南市政府","臺南市新營區","民榮里22鄰裕民路36-1號","06-6562222","鄭振雄","道教","中壇元帥",5376,"1","64"
"鎮南殿","臺南市政府","臺南市新營區","新北里民治路160號","06-6560732","黃金鏞","道教","開天炎帝",5377,"1","619"
"蚵寮代天府","彰化縣政府","彰化縣伸港鄉","蚵寮村蚵寮132-5號","04-7981714","蔡佑光","道教","五府千歲",5378,"1","10"
"明聖宮","臺南市政府","臺南市柳營區","中埕里132之40號","06-6332656","莊忠勳","道教","關聖帝君",5379,"1","35"
"普濟宮","臺南市政府","臺南市柳營區","東昇里581號","06-6221334","吳添進","道教","濟公禪師",5380,"1","166"
"皇天府","臺東縣政府","臺東縣臺東市","復國里南海路26號","089-335381","陳棟材","道教","張李莫府千歲",5381,"1","628"
"田心福德祠","屏東縣政府","屏東縣麟洛鄉","田心村第4鄰1號","08-7261867","陳英賢","道教","福德正神",5382,"1","1"
"法安寺","臺東縣政府","臺東縣卑南鄉","利吉村11鄰環山路49號","089-230407","釋詠綝","佛教","三寶佛",5383,"2","218"
"經參宮","屏東縣政府","屏東縣恆春鎮","5鄰山海路1-3號","08-8869901","林成","道教","五府三千歲",5384,"1","942"
"財團法人新北市基督徒五股禮拜堂","新北市政府","新北市五股區","民義路1段161之13號","02-22914515","王天佑","基督教","",5385,"6","1918"
"財團法人虎尾天主堂","雲林縣政府","雲林縣虎尾鎮","北平路77號","05-6324312","張欽真","天主教","",5386,"7","1918"
"財團法人基督教虎尾浸信會","雲林縣政府","雲林縣虎尾鎮","水源路2號","05-6331556","藍國林","基督教","",5387,"6","1918"
"財團法人台北市新北投基督長老教會","臺北市政府","臺北市北投區","長安里溫泉路35-2號","02-28926580","吳佳龍","基督教","",5388,"6","1918"
"財團法人天理教斗六教會","雲林縣政府","雲林縣斗南鎮","雲林路3段619巷1弄19號及21號","05-5962771","楊清雄","天理教","",5389,"10","1918"
"財團法人基督教純福音教會台灣總會","臺中市政府","臺中市西屯區","何福里漢口路2段140號6樓","04-23150625","張漢業","基督教","",5390,"6","1918"
"湧泉寺","臺北市政府","臺北市士林區","臨溪里劍南路211號","02-28411597","釋普緣","佛教","釋迦牟尼佛",5391,"2","5"
"無極天聖殿","臺北市政府","臺北市士林區","平等里平菁街95巷47-1號","09-84225922","李秋蓁","道教","玉皇上帝",5392,"1","44"
"本淵寮朝興宮","臺南市政府","臺南市安南區","本原街三段228號","06-2566841","黃百路","道教","普庵佛祖",5393,"1","565"
"三玄宮","雲林縣政府","雲林縣斗六市","林頭里南聖路57號","05-5324230","游永銘","道教","玄天上帝",5394,"1","8"
"長和宮","雲林縣政府","雲林縣斗六市","榴中里長和路15號","05-5573990","張港清","佛教","天上聖母",5395,"2","11"
"德元宮","臺中市政府","臺中市大甲區","德化里賢仁路154號","09-32677555","李柄杉","道教","三府王爺",5396,"1","32"
"基隆金斗公廟","基隆市政府","基隆市中山區","西定路80巷48之1號","02-24225142","游燦堂","道教","萬善爺",5397,"1","190"
"萬應公","金門縣政府","金門縣金寧鄉","湖下湖埔村海堤旁","082-329151","楊朝基","道教","地藏王菩薩",5398,"1","61"
"吳保殿","金門縣政府","金門縣金寧鄉","湖南安美村","082-326173","許加添","道教","吳府王爺",5399,"1","643"
"宜蘭縣礁溪鄉白石腳大眾廟","宜蘭縣政府","宜蘭縣礁溪鄉","玉石村礁溪路6段86號","03-9881369","游松棋","道教","大眾爺",5400,"1","102"
"岑兜廟武聖殿","嘉義縣政府","嘉義縣布袋鎮","岑海里5鄰太平路322巷3號","05-3471808","蕭水源","道教","太師爺",5401,"1","943"
"慈天宮","雲林縣政府","雲林縣斗六市","梅林里9鄰溪底路5之1號","05-5572956","林啟明","佛教","觀世音菩薩",5402,"2","2"
"福德廟","雲林縣政府","雲林縣古坑鄉","永光村崁頭厝段","","高瑛洲","道教","福德正神公公",5403,"1","944"
"五福大帝廟","連江縣政府","連江縣北竿鄉","橋仔村","08-3655022","孫景雲","道教","五福大帝",5404,"1","139"
"福安宮","嘉義縣政府","嘉義縣太保市","田尾里2鄰16號","05-3611106","陳勝川","道教","清水祖師",5405,"1","27"
"屈原宮","臺北市政府","臺北市北投區","洲美里洲美街122號","02-28360256","林天來","道教","水仙尊王",5406,"1","319"
"慈航寺","臺北市政府","臺北市北投區","秀山里中和街456號","02-28913881","釋常禪","佛教","觀音菩薩",5407,"2","95"
"財團法人台灣基督教門諾會","內政部","臺北市中山區","合江街102巷13號2樓","02-25039618","宋淑蓉","基督教","",5408,"6","1918"
"財團法人興達港福音基督長老教會","高雄市政府","高雄市茄萣區","崎漏村民治路154-1號2樓","06-2588852","黃振東","基督教","",5409,"6","1918"
"財團法人中華基督教屏東浸信會","屏東縣政府","屏東縣屏東市","林森路14-5號","08-7220075","游重山","基督教","",5410,"6","1918"
"財團法人基督教聖經聖潔會","桃園市政府","桃園市中壢區","中山路41號2樓","03-4268223","洪瑞生","基督教","",5411,"6","1918"
"財團法人新北市三重區三光基督教長老會","新北市政府","新北市三重區","三和路四段388-1號5樓","02-22873705","李政祥","基督教","",5412,"6","1918"
"財團法人中華基督教花蓮美崙浸信會","花蓮縣政府","花蓮縣花蓮市","民運里民族路52號","03-8222075","蔡志堅","基督教","",5413,"6","1918"
"財團法人新北市林口基督徒聚會處 ","新北市政府","新北市林口區","中正路476巷11號2樓","02-26013418","謝光中","基督教","",5414,"6","1918"
"隆田福德祠","臺中市政府","臺中市豐原區","中陽路198號","04-25228949","張新佳","道教","福德正神",5415,"1","1"
"鎮西宮","雲林縣政府","雲林縣麥寮鄉","麥津村中正路194號","05-6932304","許宏榮","道教","蕭府千歲",5416,"1","129"
"鎮北宮","雲林縣政府","雲林縣麥寮鄉","麥津村3鄰中正路90號","05-6932252","蔡振垂","道教","五府千歲",5417,"1","10"
"尊天宮","臺中市政府","臺中市南區","五權南路370號","04-22613063","陳瓊如","道教","北極玄天真武上帝",5418,"1","278"
"草湖玉尊宮","宜蘭縣政府","宜蘭縣冬山鄉","大進村進偉路727號","092-0631869","陳才馨","道教","玉皇上帝",5419,"1","44"
"保安廟","宜蘭縣政府","宜蘭縣冬山鄉","補城村保安一路220號","03-9593997","李振發","道教","古公三聖",5420,"1","945"
"震興宮福德祠","彰化縣政府","彰化縣員林市","振興里山腳路二段589巷202號","04-8337655","張明揚","道教","福德正神",5421,"1","1"
"集興宮","彰化縣政府","彰化縣員林市","湖水里湖水巷87之1號","04-8310298","黃勝輝","道教","關聖帝君",5422,"1","35"
"香山福地","新竹市政府","新竹市香山區","朝山里中華路五段420巷126號13號","03-5383019","鄭成光","道教","福德正神",5423,"1","1"
"三山國王廟","屏東縣政府","屏東縣高樹鄉","大埔村永豐巷12號","08-7961852","黃川枝","道教","三山國王",5424,"1","12"
"道聖堂","屏東縣政府","屏東縣高樹鄉","日新鹽樹村路1號","08-7960804","陳善贊","道教","太上道祖",5425,"1","584"
"西華堂","臺南市政府","臺南市北區","北忠街92號","06-2228690","方銀葉","佛教","釋迦牟尼佛",5426,"2","5"
"正覺寺","臺南市政府","臺南市北區","正覺街120號","06-2510554","吳錦","佛教","釋迦牟尼佛",5427,"2","5"
"銅山館","澎湖縣政府","澎湖縣馬公市","復興里民族路25巷25號","06-9274204","謝子健","道教","關聖帝君",5428,"1","35"
"武受宮","彰化縣政府","彰化縣埔心鄉","南館村南安路218號","04-8292309","詹漢水","道教","玄天上帝",5429,"1","8"
"水興宮","屏東縣政府","屏東縣琉球鄉","大福村仁愛路41號","08-8611193","洪和順","道教","水仙尊王",5430,"1","319"
"震安宮","雲林縣政府","雲林縣西螺鎮","九隆里2鄰28-1號","05-5862294","鍾明華","道教","伏魔大帝",5431,"1","946"
"三玄宮","彰化縣政府","彰化縣花壇鄉","永春村彰員路一段391巷32號","04-7869613","陳正忠","道教","玄天上帝",5432,"1","8"
"金星觀","臺中市政府","臺中市豐原區","鎌村路465巷90號","","林祚傑","佛教","地藏王菩薩",5433,"2","61"
"廣慈院","臺南市政府","臺南市中西區","廣慈街38號","06-2234752","劉貞秀","佛教","觀世音菩薩",5434,"2","2"
"水仙宮","臺南市政府","臺南市中西區","神農街1號","06-2203019","郭清欉","道教","水仙尊王",5435,"1","319"
"西羅殿","臺南市政府","臺南市中西區","和平街90號","06-2285354","王敏星","道教","廣澤尊王",5436,"1","20"
"中寮天后宮","臺南市政府","臺南市七股區","中寮里4鄰中寮64-1號","06-7800212","陳慶琳","道教","天上聖母",5437,"1","11"
"保福宮","高雄市政府","高雄市大寮區","拷潭里(路)35號","07-8901310","王照隆","道教","保生大帝",5438,"1","31"
"天堂寺","高雄市政府","高雄市大寮區","新厝里鳳林二路531號","07-7879107","黃聲雁","道教","觀世音菩薩",5439,"1","2"
"福德宮","雲林縣政府","雲林縣土庫鎮","崙內里55號","05-6654240","吳俊輝","道教","福德正神",5440,"1","1"
"靜法寺","雲林縣政府","雲林縣土庫鎮","崙內里1鄰24之7號","05-6654495","高金蘭","佛教","南海普陀山觀世音菩薩",5441,"2","821"
"季新村黃吉公廟","宜蘭縣政府","宜蘭縣五結鄉","季新村新店路14-5號旁","03-9500898","黃適超","道教","黃吉公",5442,"1","947"
"龍山寺","臺南市政府","臺南市大內區","環湖里燒灰子7鄰18號","06-5760124","秦孝羿","佛教","觀音佛祖",5443,"2","19"
"孚陽宮","臺南市政府","臺南市大內區","內郭里3鄰後堀2號之12","06-5761006","楊炎輝","道教","孚佑帝君",5444,"1","431"
"萬善祠","苗栗縣政府","苗栗縣三義鄉","雙湖村內草湖84號","037-872885","吳錦水","道教","百姓公",5445,"1","80"
"西方精舍","新北市政府","新北市五股區","集福里成泰路4段44號","02-22911607","林祺福","佛教","三聖大佛",5446,"2","948"
"福興宮","桃園市政府","桃園市八德區","高城里高城八街46巷12-1號","03-3691666","張添佐","道教","天上聖母",5447,"1","11"
"福成宮","雲林縣政府","雲林縣二崙鄉","楊賢村竹圍路36號","05-5983838","廖能賢","道教","關聖帝君",5448,"1","35"
"茅港尾觀音寺","臺南市政府","臺南市下營區","茅營里茅港尾5鄰81號","06-6895001","顏瑞進","佛教","觀世音菩薩",5449,"2","2"
"紅淡山龍珠山福德宮","基隆市政府","基隆市仁愛區","南榮路231巷35號上方","02-24571596","柯賴秀玉","道教","福德正神",5450,"1","1"
"武龍宮","南投縣政府","南投縣中寮鄉","龍岩村龍草路15之3號","049-2601361","張家祥","道教","真武大帝",5451,"1","123"
"財團法人高雄市草衙朝陽寺","高雄市政府","高雄市前鎮區","草衙中街34號","07-8311009","張進福","佛教","觀世音菩薩",5452,"2","2"
"聖天宮","高雄市政府","高雄市前鎮區","忠誠路214之1號","07-8310288","張景宏","道教","天上聖母",5453,"1","11"
"明心社警善堂","高雄市政府","高雄市前鎮區","前鎮二巷10之1號","07-8213894","朱文慶","其他(儒教)","文衡聖帝",5454,"5","124"
"西寮代天府","臺南市政府","臺南市下營區","西連里西寮6鄰14-1號","06-6893604","陳當發","道教","玄天上帝",5455,"1","8"
"德安宮","嘉義縣政府","嘉義縣六腳鄉","竹本村15鄰竹子腳106號","05-3780368","呂正樹","道教","武德英侯",5456,"1","775"
"玉王宮","嘉義縣政府","嘉義縣六腳鄉","更寮村7鄰更寮段304-19、310-2地號","05-3801121","楊永明","道教","玉王千歲",5457,"1","949"
"妙光寺","臺北市政府","臺北市士林區","福林里至善路1段138巷24弄8號","02-28812072","林月代","佛教","釋迦牟尼佛",5458,"2","5"
"鎮安宮","臺南市政府","臺南市安南區","鹽安路30路","06-3840519","王正吉","道教","池府千歲",5459,"1","39"
"興天宮","南投縣政府","南投縣竹山鎮","桂林里12鄰中正巷22號","049-2654580","曾煥欽","道教","玄天上帝",5460,"1","8"
"玉泉宮","新北市政府","新北市汐止區","鄉長里長江街287之1號","02-26422138","楊常裕","道教","關聖帝君",5461,"1","35"
"明安寺(廟不在)","新北市政府","新北市汐止區","汐平路二段88號之1","02-26432577","許金發","佛教","觀世音菩薩",5462,"2","2"
"板橋廣厚宮","新北市政府","新北市板橋區","信義里信義路164之1號","02-29559013","李江秀","道教","福德正神",5463,"1","1"
"大華嚴寺","苗栗縣政府","苗栗縣竹南鎮","營盤里南寶街22鄰62號","037-463510","張玉芬","佛教","華嚴三聖",5464,"2","773"
"寶光紹興弘德講堂","臺南市政府","臺南市後壁區","菁寮里8鄰249-10號","06-6623473","李德霖","一貫道","明明上帝",5465,"3","21"
"大願寺","臺中市政府","臺中市東勢區","東崎路四段58巷39號","042-5872835","吳美終","佛教","地藏菩薩",5466,"2","396"
"觀音禪寺","高雄市政府","高雄市鳥松區","大竹里大竹61號","07-7315518","林嘉盛","佛教","觀世音菩薩",5467,"2","2"
"浯島城隍廟","金門縣政府","金門縣金城鎮","西門里光前路40號","082-325939","周浯斌","道教","城隍爺",5468,"1","73"
"上帝廟","臺南市政府","臺南市新化區","東榮里13鄰民生路43號","06-5903427","黃俊勝","道教","玄天上帝",5469,"1","8"
"慈雲殿","高雄市政府","高雄市甲仙區","大田里中園路7巷1號","07-6752175","潘財明","道教","觀音佛祖",5470,"1","19"
"靈山宮","基隆市政府","基隆市信義區","壽山路12之3號","02-24280183","簡許泉(暫代)","道教","福德正神",5471,"1","1"
"大庄村萬應公廟","屏東縣政府","屏東縣枋寮鄉","大庄村下寮1號","","陳安允","道教","萬應公",5472,"1","317"
"鎮元宮","臺中市政府","臺中市大肚區","大東里沙田路二段510巷1號","04-26992972","張火盛","道教","玄天上帝",5473,"1","8"
"聖德宮","臺南市政府","臺南市官田區","烏山頭里7鄰嘉南75號","06-6989521","鄭憲男","道教","清水祖師",5474,"1","27"
"法王寺","基隆市政府","基隆市仁愛區","龍安街198巷4弄17號","02-24226891","黃榮享","佛教","釋迦佛祖",5475,"2","76"
"福德爺廟","高雄市政府","高雄市大樹區","興田里興田路150之6號","07-6564356","洪偉瑜","道教","福德正神",5476,"1","1"
"廣熙宮","新北市政府","新北市三重區","厚德里後竹圍街60號","02-29816472","林敏毓","道教","正一天師",5477,"1","543"
"真理宮","高雄市政府","高雄市前鎮區","國光路51巷5-1號","-8226090","王添福","道教","崗山佛祖",5478,"1","950"
"南庄慈惠堂","苗栗縣政府","苗栗縣南庄鄉","東河南江村14鄰小2之1號","037-822272","吳文達","道教","瑤池金母",5479,"1","45"
"聖濟宮","基隆市政府","基隆市中正區","中船路112巷30弄95號","02-24625639","李昱儒","道教","齊天大聖",5480,"1","321"
"福海宮","桃園市政府","桃園市大園區","竹圍里6鄰65號","03-3835556","廖德發","道教","輔信王公",5481,"1","951"
"金山朝天宮","新北市政府","新北市金山區","重和里六股林口38之3號","02-24080664","曹正雄","道教","天上聖母",5482,"1","11"
"慧明禪寺","新北市政府","新北市金山區","西湖里西勢湖11號","02-24981786","楊寶秀","佛教","釋迦牟尼佛",5483,"2","5"
"興護宮","臺南市政府","臺南市安南區","環福街261號","06-3551829","蔡耀堂","道教","保生大帝",5484,"1","31"
"善修宮","雲林縣政府","雲林縣斗六市","鎮東里1鄰永樂街1號","05-5322601","葉文寬","道教","關聖帝君",5485,"1","35"
"保安宮","臺中市政府","臺中市沙鹿區","四平街181號","04-26621094","曾祥","道教","三山國王",5486,"1","12"
"新應宮","屏東縣政府","屏東縣屏東市","建國路光明街114號","08-7521773","黃德成","道教","九龍三公",5487,"1","591"
"護安宮","臺中市政府","臺中市沙鹿區","鹿寮里中山路金星1巷63號","04-26623830","陳寶禎","道教","廣澤尊王",5488,"1","20"
"福安宮","臺中市政府","臺中市沙鹿區","興仁里沙田路43號","04-26353148","謝進來","道教","福德正神",5489,"1","1"
"蘇王爺廟","臺中市政府","臺中市沙鹿區","晉江里東晉東路98號","04-26321606","陳晉祿","道教","蘇府千歲",5490,"1","361"
"慈后宮","苗栗縣政府","苗栗縣通霄鎮","通灣里10鄰93-2號","037-762675","溫李朝","道教","天上聖母",5491,"1","11"
"菩提禪寺","高雄市政府","高雄市三民區","大興街50號","07-3812597","李坤芳","佛教","釋迦牟尼佛",5492,"2","5"
"寶珠南天宮","高雄市政府","高雄市三民區","建武路53巷15號","07-3849376","黃書宗","道教","許府大將軍",5493,"1","952"
"臺南華光堂","臺南市政府","臺南市東區","崇德6街18號","06-2607969","潘炳旭","道教","濟公禪師 吳相府千歲",5494,"1","953"
"妙洸精舍","臺中市政府","臺中市太平區","長龍路1段169巷136號","04-22702682","鄭淑心","佛教","三寶佛",5495,"2","218"
"聖玄宮","彰化縣政府","彰化縣二林鎮","豐田里福興巷10-1號","04-8951509","許瑞","道教","王母娘娘",5496,"1","207"
"永春宮","苗栗縣政府","苗栗縣頭屋鄉","明德村仁隆24鄰37號","037-252040","羅時寬","道教","關聖帝君",5497,"1","35"
"閭山天法堂","彰化縣政府","彰化縣福興鄉","萬豐村萬豐巷14之36號","919747976","陳溪湖","道教","閭山張公法王",5498,"1","954"
"壽山宮","高雄市政府","高雄市鹽埕區","富野路136號","07-5317334","雲四維","道教","池府千歲",5499,"1","39"
"東澳朝天宮","新北市政府","新北市萬里區","野柳里東澳26號之1","02-24927805","陳益裕","道教","天上聖母",5500,"1","11"
"武安宮","臺東縣政府","臺東縣臺東市","博愛路498巷16號","089-328062","陳昭豐","道教","北極玄天上帝",5501,"1","48"
"朝天宮","臺東縣政府","臺東縣臺東市","中心里北平街26號","089-321437","葉雲祿","道教","天上聖母",5502,"1","11"
"觀善堂","高雄市政府","高雄市林園區","西汕里西汕路36號","07-6421600","張慶益","道教","觀音大士",5503,"1","126"
"大橋福德宮","臺東縣政府","臺東縣臺東市","南榮里志航路一段552巷53之1號","089-222227","蕭錦銘","道教","福德正神",5504,"1","1"
"福德祠","屏東縣政府","屏東縣新園鄉","媽祖路2號","","黃清水","道教","福德正神",5505,"1","1"
"靈帝殿","高雄市政府","高雄市林園區","中芸里中芸路1號","07-6460682","李金正","道教","何府千歲",5506,"1","784"
"池鳳宮","高雄市政府","高雄市林園區","嘴港里港嘴一路3號","07-6421376","蔡江泉","道教","池府千歲",5507,"1","39"
"龍潭寺","高雄市政府","高雄市林園區","林家里林家路270巷18號","07-6462728","林明田","佛教","觀世音菩薩",5508,"2","2"
"太子宮","屏東縣政府","屏東縣萬丹鄉","上村村社皮路一段299號","","陳清輝","道教","中壇元帥",5509,"1","64"
"保榮宮","屏東縣政府","屏東縣萬丹鄉","寶厝村保長厝街127號","","陳文生","道教","池府千歲",5510,"1","39"
"南聖宮","屏東縣政府","屏東縣萬丹鄉","廈南村三青路146號","08-7073885","蕭元祥","道教","倪府聖公爺",5511,"1","955"
"廓振宮","屏東縣政府","屏東縣萬丹鄉","寶厝村下?路102巷192號","","蔡鳳理","道教","謝府王公",5512,"1","956"
"鳳安宮","臺南市政府","臺南市東山區","東中里23鄰福安街2號","06-6802330","余慶源","道教","岳府元帥",5513,"1","400"
"吉興宮","苗栗縣政府","苗栗縣後龍鎮","外埔里9鄰83-1號","928603662","謝杉","道教","諸府千歲",5514,"1","195"
"辜厝翰林院","臺南市政府","臺南市歸仁區","辜厝里中正6街62號","06-2304508","吳進安","道教","田都元帥",5515,"1","172"
"大占南山寺","高雄市政府","高雄市燕巢區","橫山里大占巷7之1號","07-6152042","張慈忠","佛教","釋迦牟尼佛",5516,"2","5"
"保安堂","屏東縣政府","屏東縣萬丹鄉","大發路103號","08-7761982","陳煌宇","道教","廣澤尊王",5517,"1","20"
"新興堂","屏東縣政府","屏東縣萬丹鄉","新庄路117號之2","08-7773501","李桂枝","道教","李扥塔天王",5518,"1","957"
"燕巢朝天宮","高雄市政府","高雄市燕巢區","尖山里和尚巷95號","07-6167653","葉萬吉","道教","天上聖母",5519,"1","11"
"新民堂","宜蘭縣政府","宜蘭縣宜蘭市","新民路153號","03-9327396","張錫昇","道教","濟世光耀大帝李觀濤",5520,"1","958"
"清龍宮","高雄市政府","高雄市林園區","港埔一路35號","07-6414348","黃克敏","道教","黃府千歲",5521,"1","141"
"海神廟","臺東縣政府","臺東縣臺東市","富岡里松江路1段316巷17弄1號","089-281541","柯受球","道教","如意娘娘",5522,"1","959"
"善良宮聖賢殿","屏東縣政府","屏東縣新園鄉","港西村中和路126號","08-8683862","林振明","道教","吳府千歲",5523,"1","47"
"先鋒廟","高雄市政府","高雄市林園區","頂厝里頂厝路133巷26號","07-6460823","周黃正訓","道教","周黃府先鋒",5524,"1","960"
"李王爺廟","彰化縣政府","彰化縣鹿港鎮","東石里東石巷38號","04-7776526","黃清泰","道教","李王爺",5525,"1","961"
"慈覺堂","嘉義縣政府","嘉義縣溪口鄉","本厝村3鄰厝子30之3號","05-2695997","余張玉秀","道教","西王金母",5526,"1","200"
"建隆宮","屏東縣政府","屏東縣萬丹鄉","社中村13鄰社上路3號","08-7074298","黃石基","道教","玄天上帝",5527,"1","8"
"興一聖道院","臺南市政府","臺南市東山區","高原里7鄰59之2號","06-6860139","王明義","一貫道","明明上帝",5528,"3","21"
"松山聚福廟","臺北市政府","臺北市松山區","臺北市松山區八德路4段498-1號1樓(因拆除重建暫遷該址)","02-26093239","許青田","道教","福德正神",5529,"1","1"
"興山寺","苗栗縣政府","苗栗縣後龍鎮","大山里5鄰大山腳73-2號","037-433979","林宛霈","佛教","釋迦牟尼佛",5530,"2","5"
"潭墘代天府","臺南市政府","臺南市歸仁區","歸南里民生南街2段219之1號","930191366","翁佑仁","道教","五府千歲",5531,"1","10"
"淨光寺","高雄市政府","高雄市燕巢區","深水里湖內巷2之1號","07-6163852","林美佑","佛教","釋迦牟尼佛",5532,"2","5"
"坑口龍山堂","高雄市政府","高雄市燕巢區","深水里深興路8之12號","07-6152703","尤再林","道教","石府元帥",5533,"1","962"
"客隆宮","屏東縣政府","屏東縣萬丹鄉","甘棠村6鄰新南路439號","08-7051367","余先宗","道教","龍樹尊王.金府千歲",5534,"1","963"
"三聖宮","高雄市政府","高雄市燕巢區","瓊林里瓊招路71號","07-6166304","張獻貞","道教","廣澤尊王",5535,"1","20"
"代天府","高雄市政府","高雄市燕巢區","角宿里四林路9號","07-6162094","詹清景(暫代)","道教","池府千歲",5536,"1","39"
"順天宮","苗栗縣政府","苗栗縣後龍鎮","南龍里10鄰144號","037-723150","林武洲","道教","七府千歲",5537,"1","573"
"龍音寺","臺南市政府","臺南市楠西區","龜丹里101之37號","06-5743817","顏莉霞","佛教","阿彌佗佛",5538,"2","964"
"拱蘭宮","宜蘭縣政府","宜蘭縣頭城鎮","龜山里龜山路280號","03-9781181","張遠雄","道教","天上聖母",5539,"1","11"
"財團法人台灣省台中市基督教歸主協會","臺中市政府","臺中市北屯區","中清路二段455號14樓","04-22923251","司徒可理","基督教","",5540,"6","1918"
"財團法人中華基督教彰化浸信會","彰化縣政府","彰化縣彰化市","公園路一段10號","04-7232784","陳珍言","基督教","",5541,"6","1918"
"財團法人嘉義市基督教錫安堂","嘉義市政府","嘉義市東區","成仁街173號2樓","05-2253142","林為孝","基督教","",5542,"6","1918"
"財團法人中華基督教台中市活水浸信會","臺中市政府","臺中市南屯區","文心南五路321號","04-24737528","林筆章","基督教","",5543,"6","1918"
"財團法人全國宗教聯合發展基金會","內政部","臺北市中正區","羅斯福路3段126號10樓之3","","朱武獻","","",5544,"","1918"
"財團法人台灣省台北縣禪林發展基金會","新北市政府","新北市新店區","北宜路一段165號","02-27027146","白省三","其他(道教)","",5545,"19","1918"
"龍虎宮天恩堂","臺南市政府","臺南市新營區","公園路一段8號","06-6561229","郭惠賢","道教","謝府千歲",5546,"1","806"
"彰化縣伸港鄉普化佛院","彰化縣政府","彰化縣伸港鄉","蚵寮村蚵寮路167-28號","04-7995383","劉秋煌","一貫道","明明上帝",5547,"3","21"
"東安宮","屏東縣政府","屏東縣潮州鎮","光春里光復路162號","08-7885581","張福順","道教","五府千歲",5548,"1","10"
"東善宮","屏東縣政府","屏東縣潮州鎮","崙東里新庄路177之1號","08-7871042","林金上","道教","朱府千歲",5549,"1","26"
"大覺禪寺","新北市政府","新北市泰山區","同榮里吳厝窠1號","02-29098626","陳郁瑩","佛教","釋迦牟尼佛",5550,"2","5"
"龍泉巖","屏東縣政府","屏東縣滿州鄉","響林村福德路10巷6號","","胡慶淵","道教","福德正神",5551,"1","1"
"東安宮","基隆市政府","基隆市暖暖區","東勢街203號","02-24591582","林嘉萬","道教","媽祖",5552,"1","16"
"湧源堂","屏東縣政府","屏東縣麟洛鄉","新田村民族路238號","08-7229576","郭金才","佛教","觀世音菩薩",5553,"2","2"
"皇都淨修院","臺東縣政府","臺東縣卑南鄉","溫泉村鎮樂102號","089-515929","劉美煌","道教","觀音菩薩",5554,"1","95"
"西天宮","南投縣政府","南投縣南投市","中山南街79巷16號","049-2238640","陳懋陽","道教","西天老母",5555,"1","965"
"蔡媽廟","南投縣政府","南投縣南投市","營南里營盤路151巷27號","049-2324023","王儀倫","道教","蔡媽娘娘",5556,"1","966"
"花蓮縣吉安鄉聖南宮","花蓮縣政府","花蓮縣吉安鄉","仁安村南海4街102號","03-8525560","吳建志","道教","天上聖母",5557,"1","11"
"高雄慈惠堂","高雄市政府","高雄市鳥松區","大華里本館44之7號","07-3703090","雍蔡明女","道教","西王金母",5558,"1","200"
"師善堂","新竹縣政府","新竹縣竹東鎮","員崠里東峰路588巷42號","03-5966027","薩世安","佛教","觀世音菩薩",5559,"2","2"
"聖天宮","臺南市政府","臺南市鹽水區","文昌里孫厝寮37-1號","06-6535688","蔡燕武","道教","吳府千歲",5560,"1","47"
"趙大王廟","連江縣政府","連江縣莒光鄉","西坵坤坵港旁","093-3059937","陳金妹","道教","趙大王",5561,"1","967"
"天德宮","彰化縣政府","彰化縣芬園鄉","芬園村南妙街427號","049-2522147","劉樹旺","道教","蘇王爺",5562,"1","709"
"佛濟寺","新北市政府","新北市石碇區","二格路9號","02-26631729","陳委禎","佛教","觀音佛祖",5563,"2","19"
